0,1,2,3,4,5,6,7,8,9
115,1,FURG OMEGA,107,C(violet),C,c.c,judged,notteam62 (1),No - Incorrect output
116,1,UFPR Triforce,108,G(green),C++,galou.cpp,judged,notteam65 (1),No - Output format error
117,1,"PUC Rio Cnuth, Dijkstra & Edmonds",108,C(violet),C++,carplates.cpp,judged,notteam62 (1),No - Incorrect output
118,1,UFMG ROFLcopters,108,C(violet),C++,carplates.cpp,judged,notteam62 (1),YES
119,1,UNIP TriForce,109,A(brown),Java,ambiguos.java,judged,notteam62 (1),No - Runtime error
120,1,URI-Erechim Pampa Coders,109,H(red),C++,he.cpp,judged,notteam62 (1),No - Incorrect output
121,1,CESUPA #3,109,H(red),Java,he.java,judged,notteam62 (1),No - Incorrect output
122,1,UFRGS Submit & Run!,110,D(dark blue),C++,drop.cpp,judged,ranido (1),No - Incorrect output
123,1,IME-USP Who wants to code forever?,110,D(dark blue),C++,drop.cpp,judged,notteam61 (1),No - Incorrect output
124,1,UnB Crazy Programming Turkeys,110,D(dark blue),C,drop.c,judged,notteam65 (1),No - Incorrect output
125,1,URI-Erechim Pampa Coders,112,H(red),C++,he.cpp,judged,notteam62 (1),YES
126,1,UFPR Triforce,112,G(green),C++,galou.cpp,judged,ranido (1),YES
127,1,UERJ - Coders,115,G(green),C++,galou.cpp,judged,ranido (1),No - Incorrect output
128,1,IME-Atlântico,115,G(green),C++,galou.cpp,judged,notteam65 (1),No - Incorrect output
129,1,UNIPAM Killers,116,H(red),Java,he.java,judged,notteam65 (1),YES
130,1,UFMS Xiforímpula,116,C(violet),C++,carplates.cc,judged,notteam62 (1),No - Incorrect output
131,1,DCC-UFRJ NOP,116,C(violet),C++,carplates.cpp,judged,notteam62 (1),No - Incorrect output
132,1,"PUC Rio Cnuth, Dijkstra & Edmonds",117,C(violet),C++,carplates.cpp,judged,notteam62 (1),YES
133,1,UNAES Exception Error,118,J(pink),C++,justice.cpp,judged,notteam65 (1),No - Incorrect output
134,1,Unicamp NP-Rosa-Choque,119,G(green),C++,galou.cpp,judged,ranido (1),YES
135,1,UFMS Xiforímpula,120,C(violet),C++,carplates.cc,judged,notteam62 (1),No - Incorrect output
136,1,UFES NULL,120,G(green),C++,galou.cpp,judged,ranido (1),No - Incorrect output
137,1,UFPR Triforce,121,C(violet),C++,carplates.cpp,judged,ranido (1),No - Incorrect output
138,1,DCC-UFRJ NOP,122,C(violet),C++,carplates.cpp,judged,notteam62 (1),No - Incorrect output
139,1,UFMS Xiforímpula,124,C(violet),C++,carplates.cc,judged,notteam62 (1),No - Incorrect output
140,1,FURG OMEGA,126,C(violet),C,c.c,judged,notteam62 (1),No - Incorrect output
141,1,UFS Anuncie Aqui,127,C(violet),C++,carplates.cpp,judged,notteam65 (1),YES
142,1,ITA - O que é Overflow?,128,F(white),C,find.c,judged,notteam62 (1),No - Time limit exceeded
143,1,Unicamp NP-Rosa-Choque,129,C(violet),C++,carplates.cpp,judged,notteam62 (1),No - Incorrect output
144,1,"UECE - Camila, Tainara, Leonilia",130,C(violet),C++,carplates.cc,judged,notteam62 (1),YES
145,1,ITA - O que é Overflow?,131,F(white),C,find.c,judged,ranido (1),YES
146,1,USJT 1,132,D(dark blue),Java,drop.java,judged,ranido (1),No - Incorrect output
147,1,UFPR Triforce,132,C(violet),C++,carplates.cpp,judged,notteam62 (1),No - Incorrect output
148,1,UFSCoders,132,G(green),C++,galou.cpp,judged,ranido (1),No - Incorrect output
149,1,FIPP/UNOESTE #1,134,G(green),C++,galou.cpp,judged,notteam62 (1),No - Runtime error
150,1,UFMS Xiforímpula,134,C(violet),C++,carplates.cc,judged,ranido (1),No - Incorrect output
151,1,DCC-UFRJ NOP,135,C(violet),C++,carplates.cpp,judged,notteam62 (1),No - Incorrect output
152,1,"UECE - Camila, Tainara, Leonilia",135,G(green),C++,galou.cc,judged,ranido (1),No - Incorrect output
153,1,ITA - O que é Overflow?,136,I(blue),C,icpc.c,judged,ranido (1),YES
154,1,IME-USP O fim dos pesquisadores,136,C(violet),C++,carplates.cpp,judged,ranido (1),YES
155,1,UFES NULL,136,G(green),C++,galou.cpp,judged,notteam62 (1),YES
156,1,UFPR Triforce,137,D(dark blue),C++,drop.cpp,judged,notteam62 (1),No - Incorrect output
157,1,UFMS Xiforímpula,138,D(dark blue),C++,dropTheTriples.cc,judged,ranido (1),No - Incorrect output
158,1,Uninove Eq. Memorial da América Latina,138,H(red),C,he.c,judged,notteam65 (1),No - Incorrect output
159,1,Unicamp NP-Rosa-Choque,139,C(violet),C++,carplates.cpp,judged,notteam62 (1),No - Incorrect output
160,1,UFRGS Submit & Run!,139,D(dark blue),C++,drop.cpp,judged,ranido (1),No - Incorrect output
161,1,Unicamp GAP,139,I(blue),C++,i.cpp,judged,notteam65 (1),No - Incorrect output
162,1,UFRGS Veni Vidi Duci,139,G(green),C++,galou.cpp,judged,ranido (1),No - Output format error
163,1,USJT 1,139,D(dark blue),Java,drop.java,judged,notteam65 (1),No - Incorrect output
164,1,UFSCoders,140,G(green),C++,galou.cpp,judged,notteam65 (1),No - Incorrect output
165,1,UFMA debug is on the table,140,D(dark blue),C++,d.cpp,judged,ranido (1),No - Incorrect output
166,1,DCC-UFRJ YEP,141,G(green),C++,galou.c,judged,ranido (1),YES
167,1,UFPR Triforce,142,C(violet),C++,carplates.cpp,judged,notteam65 (1),No - Incorrect output
168,1,UFRGS Veni Vidi Duci,142,G(green),C++,galou.cpp,judged,notteam62 (1),YES
169,1,UDESC 03 - KCT,142,F(white),C++,find.cpp,judged,ranido (1),No - Time limit exceeded
170,1,Unicamp NP-Rosa-Choque,143,C(violet),C++,carplates.cpp,judged,notteam62 (1),No - Incorrect output
171,1,UDESC 03 - KCT,144,G(green),C++,galou.cpp,judged,notteam62 (1),No - Runtime error
172,1,FURG OMEGA,145,C(violet),C,c.c,judged,ranido (1),YES
173,1,UFRN JumenTeam,145,G(green),C++,galou.cpp,judged,notteam62 (1),No - Time limit exceeded
174,1,UEMS É nóis na fita,146,D(dark blue),C,drop.c,judged,ranido (1),No - Incorrect output
175,1,UFCG Izaque's Team,146,A(brown),Java,ambiguous.java,judged,notteam65 (1),No - Incorrect output
176,1,UECE - Die aphthe schmerzen,146,G(green),C,galou.c,judged,ranido (1),No - Incorrect output
177,1,FIPP/UNOESTE #1,147,H(red),C++,he.cpp,judged,notteam65 (1),YES
178,1,UFMS Xiforímpula,147,C(violet),C++,carplates.cc,judged,ranido (1),No - Incorrect output
179,1,Unicamp GAP,149,I(blue),C++,i.cpp,judged,notteam65 (1),No - Incorrect output
180,1,Unicamp NP-Rosa-Choque,150,C(violet),C++,carplates.cpp,judged,notteam65 (1),No - Incorrect output
181,1,UnB Crazy Programming Turkeys,151,G(green),C,galou.c,judged,notteam65 (1),YES
182,1,ITA - Baiamahrim,151,G(green),C++,galou.cpp,judged,notteam65 (1),No - Incorrect output
183,1,DCC-UFRJ YEP,151,C(violet),C,carplates.c,judged,notteam65 (1),YES
184,1,UFCG Izaque's Team,152,I(blue),Java,icpc.java,judged,ranido (1),No - Incorrect output
185,1,UECE - Die aphthe schmerzen,152,G(green),C,galou.c,judged,ranido (1),No - Incorrect output
186,1,UFPR Triforce,152,C(violet),C++,carplates.cpp,judged,ranido (1),YES
187,1,UFS Anuncie Aqui,153,G(green),C++,galou.cpp,judged,ranido (1),No - Output format error
188,1,Uninove Eq. Memorial da América Latina,153,H(red),C,he.c,judged,ranido (1),No - Incorrect output
189,1,UFMA debug is on the table,154,I(blue),C++,i.cpp,judged,ranido (1),YES
190,1,UFV They tell and They tell,154,G(green),C++,galou.cpp,judged,ranido (1),YES
191,1,ICMC-USP IfThenElse,155,I(blue),C++,icpc.cpp,judged,notteam62 (1),No - Incorrect output
192,1,UFS Anuncie Aqui,155,G(green),C++,galou.cpp,judged,notteam62 (1),No - Output format error
193,1,UnB Crazy Programming Turkeys,155,D(dark blue),C,drop.c,judged,ranido (1),No - Incorrect output
194,1,"UECE - Camila, Tainara, Leonilia",155,G(green),C++,galou.cc,judged,ranido (1),YES
195,1,UFV They tell and They tell,156,C(violet),C++,carplates.cpp,judged,notteam62 (1),No - Time limit exceeded
196,1,Unicamp NP-Rosa-Choque,156,C(violet),C++,carplates.cpp,judged,ranido (1),No - Incorrect output
197,1,UFS Anuncie Aqui,157,G(green),C++,galou.cpp,judged,ranido (1),YES
198,1,Uninove Eq. Memorial da América Latina,159,H(red),C,he.c,judged,notteam62 (1),No - Incorrect output
199,1,Unicamp GAP,163,F(white),C++,f.cpp,judged,ranido (1),No - Time limit exceeded
200,1,Unicamp NP-Rosa-Choque,163,C(violet),C++,carplates.cpp,judged,ranido (1),YES
201,1,UECE - Die aphthe schmerzen,163,G(green),C,galou.c,judged,notteam65 (1),YES
202,1,UDESC 03 - KCT,163,G(green),C++,galou.cpp,judged,notteam65 (1),No - Runtime error
203,1,UFSCoders,164,G(green),C++,galou.cpp,judged,ranido (1),No - Incorrect output
204,1,IME-Atlântico,165,I(blue),C++,icpc.cpp,judged,notteam62 (1),No - Runtime error
205,1,FIPP/UNOESTE #1,166,G(green),C++,galou.cpp,judged,notteam65 (1),No - Incorrect output
206,1,UERJ - Coders,166,G(green),C++,galou.cpp,judged,notteam62 (1),No - Compilation error
207,1,ITA - O que é Overflow?,166,E(orange),C++,emoticons.cpp,judged,notteam62 (1),YES
208,1,UFPR Triforce,167,F(white),C++,find.cpp,judged,notteam65 (1),YES
209,1,ITA - Baiamahrim,168,I(blue),C++,icpc.cpp,judged,notteam62 (1),No - Incorrect output
210,1,FURG OMEGA,168,G(green),C,g.c,judged,notteam62 (1),YES
211,1,UFS Anuncie Aqui,168,I(blue),C++,icpc.cpp,judged,notteam62 (1),No - Time limit exceeded
212,1,Unicamp GAP,171,I(blue),C++,i.cpp,judged,notteam65 (1),No - Incorrect output
213,1,IME-USP Who wants to code forever?,172,I(blue),C++,icpc.cpp,judged,notteam65 (1),No - Incorrect output
214,1,FIPP/UNOESTE #1,174,G(green),C++,galou.cpp,judged,notteam62 (1),No - Incorrect output
215,1,IME-USP O fim dos pesquisadores,176,F(white),C++,find.cpp,judged,ranido (1),No - Time limit exceeded
216,1,IME-USP Who wants to code forever?,177,I(blue),C++,icpc.cpp,judged,ranido (1),YES
217,1,IME-Atlântico,178,I(blue),C++,icpc.cpp,judged,notteam65 (1),YES
218,1,"UECE - Camila, Tainara, Leonilia",178,F(white),C++,find.cc,judged,notteam65 (1),No - Time limit exceeded
219,1,UFS Anuncie Aqui,178,I(blue),C++,icpc.cpp,judged,notteam65 (1),No - Incorrect output
220,1,ICMC-USP Animaniacs,178,G(green),C,galou.c,judged,notteam61 (1),No - Incorrect output
221,1,UFV They tell and They tell,179,C(violet),C++,carplates.cpp,judged,notteam61 (1),No - Time limit exceeded
222,1,DCC-UFRJ NOP,179,C(violet),C++,carplates.cpp,judged,notteam61 (1),No - Incorrect output
223,1,DCC-UFRJ NOP,182,C(violet),C,carplates.cpp,judged,notteam65 (1),No - Compilation error
224,1,UNIFEI Plante queijo na monarquia,182,E(orange),C++,emoticons.cpp,judged,notteam65 (1),No - Time limit exceeded
225,1,PUC Rio NósNumSamba,184,G(green),C++,galou.cpp,judged,ranido (1),No - Incorrect output
226,1,"UECE - Camila, Tainara, Leonilia",185,F(white),C++,find.cc,judged,notteam65 (1),No - Time limit exceeded
227,1,DCC-UFRJ NOP,185,C(violet),C++,carplates.cpp,judged,ranido (1),YES
228,1,IME-USP Who wants to code forever?,186,F(white),C++,find.cpp,judged,notteam65 (1),YES
229,1,UFC - AVL Team,186,C(violet),C++,carplates-antigo.cpp,judged,ranido (1),No - Incorrect output
230,1,UFS Anuncie Aqui,186,I(blue),C++,icpc.cpp,judged,notteam62 (1),No - Incorrect output
231,1,UFMS Xiforímpula,188,C(violet),C++,carplates.cc,judged,notteam65 (1),No - Incorrect output
232,1,ITA - Baiamahrim,189,C(violet),C++,carplates.cpp,judged,ranido (1),No - Incorrect output
233,1,UFS Anuncie Aqui,191,I(blue),C++,icpc.cpp,judged,notteam62 (1),No - Incorrect output
234,1,UFMG aniMOUSEs,191,G(green),C++,galou.cpp,judged,notteam62 (1),No - Runtime error
235,1,UDESC 03 - KCT,193,G(green),C++,galou.cpp,judged,notteam62 (1),No - Incorrect output
236,1,IME-Ártico,194,I(blue),Java,icpc.java,judged,notteam65 (1),YES
237,1,UNIP TriForce,194,D(dark blue),Java,drop.java,judged,ranido (1),No - Incorrect output
238,1,PUC Rio NósNumSamba,195,G(green),C++,galou.cpp,judged,notteam65 (1),YES
239,1,Unicamp GAP,196,I(blue),C++,i.cpp,judged,notteam62 (1),YES
240,1,UFS Anuncie Aqui,198,I(blue),C++,icpc.cpp,judged,notteam65 (1),No - Incorrect output
241,1,UFV They tell and They tell,199,C(violet),C++,carplates.cpp,judged,ranido (1),No - Incorrect output
242,1,UFPE PC JAM,199,G(green),C++,galou.cpp,judged,notteam65 (1),No - Incorrect output
243,1,UFMG aniMOUSEs,201,G(green),C++,galou.cpp,judged,notteam62 (1),No - Runtime error
244,1,UFRGS Submit & Run!,202,D(dark blue),C++,drop.cpp,judged,notteam62 (1),No - Incorrect output
245,1,UFCG Izaque's Team,203,C(violet),Java,carplates.java,judged,notteam62 (1),No - Incorrect output
246,1,UFMS Xiforímpula,204,G(green),C++,galou.cc,judged,notteam62 (1),No - Incorrect output
247,1,ICMC-USP Animaniacs,204,G(green),C,galou.c,judged,notteam62 (1),No - Incorrect output
248,1,ICMC-USP IfThenElse,204,I(blue),C++,icpc.cpp,judged,notteam62 (1),No - Incorrect output
249,1,ITA - O que é Overflow?,205,D(dark blue),C,drop.c,judged,notteam62 (1),No - Time limit exceeded
250,1,"PUC Rio Cnuth, Dijkstra & Edmonds",205,F(white),C++,find.cpp,judged,notteam62 (1),No - Time limit exceeded
251,1,UFSCoders,206,G(green),C++,galou.cpp,judged,notteam62 (1),No - Incorrect output
252,1,UNIP TriForce,206,D(dark blue),Java,drop.java,judged,notteam62 (1),No - Incorrect output
253,1,UDESC 03 - KCT,206,G(green),C++,galou.cpp,judged,notteam62 (1),No - Time limit exceeded
254,1,IME-Atlântico,206,F(white),C++,find.cpp,judged,notteam62 (1),No - Time limit exceeded
255,1,ITA - Baiamahrim,206,G(green),C++,galou.cpp,judged,notteam62 (1),YES
256,1,UFES NULL,208,I(blue),C++,icpc.cpp,judged,notteam62 (1),No - Incorrect output
257,1,UFPE PC JAM,208,G(green),C++,galou.cpp,judged,notteam62 (1),No - Incorrect output
258,1,DCC-UFRJ NOP,208,G(green),C,galou.cpp,judged,notteam62 (1),No - Compilation error
259,1,Unicamp GAP,208,C(violet),C++,C.cpp,judged,notteam62 (1),No - Incorrect output
260,1,UDESC 03 - KCT,208,G(green),C++,galou.cpp,judged,notteam62 (1),No - Incorrect output
261,1,DCC-UFRJ NOP,208,G(green),C++,galou.cpp,judged,ranido (1),YES
262,1,ITA - Baiamahrim,209,C(violet),C++,carplates.cpp,judged,notteam62 (1),No - Incorrect output
263,1,IME-USP O fim dos pesquisadores,210,F(white),C++,find.cpp,judged,notteam62 (1),No - Runtime error
264,1,ITA - Baiamahrim,210,F(white),C++,find.cpp,judged,notteam62 (1),No - Runtime error
265,1,UFCG Izaque's Team,211,I(blue),Java,icpc.java,judged,notteam62 (1),No - Incorrect output
266,1,"UECE - Camila, Tainara, Leonilia",211,F(white),C++,find.cc,judged,ranido (1),No - Time limit exceeded
267,1,UFSCoders,213,G(green),C++,galou.cpp,judged,notteam62 (1),No - Incorrect output
268,1,UFS Anuncie Aqui,213,I(blue),C++,icpc.cpp,judged,notteam62 (1),No - Incorrect output
269,1,UFMS Xiforímpula,213,G(green),C++,galou.cc,judged,notteam62 (1),No - Incorrect output
270,1,UDESC 03 - KCT,215,G(green),C++,galou.cpp,judged,ranido (1),YES
271,1,IME-USP Who wants to code forever?,216,E(orange),C++,emoticons.cpp,judged,notteam62 (1),YES
272,1,IME-Atlântico,216,F(white),C++,find.cpp,judged,notteam62 (1),No - Time limit exceeded
273,1,UFPR Triforce,217,E(orange),C++,emoticons.cpp,judged,ranido (1),No - Incorrect output
274,1,Unicamp GAP,217,F(white),C++,f.cpp,judged,ranido (1),No - Incorrect output
275,1,"PUC Rio Cnuth, Dijkstra & Edmonds",218,F(white),C++,find.cpp,judged,ranido (1),No - Incorrect output
276,1,UFMS Xiforímpula,218,G(green),C++,galou.cc,judged,notteam62 (1),No - Incorrect output
277,1,UECE - Die aphthe schmerzen,219,I(blue),C,icpc.c,judged,notteam65 (1),No - Incorrect output
278,1,ITA - Baiamahrim,220,C(violet),C++,carplates.cpp,judged,notteam65 (1),No - Incorrect output
279,1,Unicamp GAP,220,C(violet),C++,C.cpp,judged,notteam62 (1),No - Incorrect output
